Date,City,GreenCoverage_NDVI,HousingDensity_p_km2,FloodProb_longterm,DroughtIndex_anom,PM25_ug_m3,SurfaceTemp_LST_C
2025-01-25,Miri,0.65,900,7,0.177,13.9,29.2
2025-01-26,Miri,0.655,900,7,0.134,16.7,29.7
2025-01-27,Miri,0.648,900,7,0.054,17.9,30.3
2025-01-28,Miri,0.65,900,7,0.064,16.5,30
2025-01-29,Miri,0.66,900,7,-0.372,18.4,29.6
2025-01-30,Miri,0.663,900,7,-0.262,17.1,29.4
2025-01-31,Miri,0.659,900,7,-0.252,15.4,29.5
2025-02-01,Miri,0.664,900,7,-0.297,14,29.8
2025-02-02,Miri,0.673,900,7,0.005,10.8,29.7
2025-02-03,Miri,0.653,900,7,-0.147,12.6,29.8
2025-02-04,Miri,0.668,900,7,-0.236,9.5,30.6
2025-02-05,Miri,0.666,900,7,0.047,8.2,30.5
2025-02-06,Miri,0.672,900,7,-0.137,5.3,30.4
2025-02-07,Miri,0.685,900,7,-0.252,6.9,29.2
2025-02-08,Miri,0.67,900,7,-0.289,8.1,27.5
2025-02-09,Miri,0.664,900,7,-0.173,8.8,27.9
2025-02-10,Miri,0.663,900,7,-0.17,8,27.9
2025-02-11,Miri,0.658,900,7,-0.392,7,27.7
2025-02-12,Miri,0.678,900,7,-0.468,9.5,27.9
2025-02-13,Miri,0.67,900,7,-0.544,9.6,27.9
2025-02-14,Miri,0.666,900,7,-0.53,11.4,28.7
2025-02-15,Miri,0.67,900,7,-0.442,10.6,28.7
2025-02-16,Miri,0.659,900,7,-0.37,12,28.2
2025-02-17,Miri,0.658,900,7,-0.637,15.5,28.8
2025-02-18,Miri,0.665,900,7,-0.439,17.1,28.6
2025-02-19,Miri,0.664,900,7,-0.393,16.4,28.8
2025-02-20,Miri,0.665,900,7,-0.184,17.2,28.5
2025-02-21,Miri,0.662,900,7,-0.148,16.9,28.1
2025-02-22,Miri,0.65,900,7,-0.019,17.1,28.1
2025-02-23,Miri,0.658,900,7,-0.005,16.7,28.2
2025-02-24,Miri,0.679,900,7,0.139,16.6,28.5
2025-02-25,Miri,0.679,900,7,0.138,17.4,28.3
2025-02-26,Miri,0.681,900,7,0.043,15.6,27.2
2025-02-27,Miri,0.688,900,7,0.318,14,27.1
2025-02-28,Miri,0.674,900,7,0.344,12,27.7
2025-03-01,Miri,0.692,900,7,0.319,9.9,27.6
2025-03-02,Miri,0.692,900,7,0.02,8.8,27.5
2025-03-03,Miri,0.707,900,7,-0.237,10.7,28.2
2025-03-04,Miri,0.695,900,7,-0.217,10.2,27.8
2025-03-05,Miri,0.711,900,7,-0.223,12.6,26.9
2025-03-06,Miri,0.714,900,7,-0.342,13.7,27
2025-03-07,Miri,0.715,900,7,-0.33,10.6,26.9
2025-03-08,Miri,0.712,900,7,-0.102,13.3,26.5
2025-03-09,Miri,0.704,900,7,-0.043,15.9,26.7
2025-03-10,Miri,0.712,900,7,-0.268,14.5,27.2
2025-03-11,Miri,0.709,900,7,-0.305,16.1,27.3
2025-03-12,Miri,0.684,900,7,-0.44,15,27.6
2025-03-13,Miri,0.672,900,7,-0.492,16,28.8
2025-03-14,Miri,0.671,900,7,-0.541,14,28.5
2025-03-15,Miri,0.675,900,7,-0.591,11.4,28.6
2025-03-16,Miri,0.675,900,7,-0.751,11.9,28.3
2025-03-17,Miri,0.687,900,7,-0.717,13,27.8
2025-03-18,Miri,0.666,900,7,-0.753,13.3,27.5
2025-03-19,Miri,0.669,900,7,-1.139,12,27.3
2025-03-20,Miri,0.652,900,7,-0.72,12.5,27.6
2025-03-21,Miri,0.663,900,7,-0.507,14.2,29.1
2025-03-22,Miri,0.664,900,7,-0.547,15.1,28.6
2025-03-23,Miri,0.67,900,7,-0.52,16.3,28.3
2025-03-24,Miri,0.662,900,7,-0.676,15.7,28.2
2025-03-25,Miri,0.676,900,7,-0.379,18.8,28.5
2025-03-26,Miri,0.686,900,7,-0.095,16.8,28.6
2025-03-27,Miri,0.69,900,7,-0.115,18.4,29.3
2025-03-28,Miri,0.686,900,7,-0.001,21.1,27.7
2025-03-29,Miri,0.689,900,7,-0.032,22.1,26.4
2025-03-30,Miri,0.68,900,7,-0.284,21.5,26.4
2025-03-31,Miri,0.687,900,7,-0.359,20.4,27.3
2025-04-01,Miri,0.701,900,7,-0.341,22.6,26.5
2025-04-02,Miri,0.707,900,7,-0.414,19.6,25
2025-04-03,Miri,0.693,900,7,-0.439,17.9,25.8
2025-04-04,Miri,0.693,900,7,-0.441,17.6,26.4
2025-04-05,Miri,0.676,900,7,-0.441,20.7,26
2025-04-06,Miri,0.681,900,7,-0.421,21.6,25.8
2025-04-07,Miri,0.683,900,7,-0.57,19.6,25.6
2025-04-08,Miri,0.661,900,7,-0.644,19.3,26.1
2025-04-09,Miri,0.65,900,7,-0.792,18.4,26.1
2025-04-10,Miri,0.649,900,7,-0.578,17.5,26.7
2025-04-11,Miri,0.648,900,7,-0.858,20.1,25.3
2025-04-12,Miri,0.638,900,7,-0.607,17.6,25.2
2025-04-13,Miri,0.646,900,7,-0.358,21.4,25.1
2025-04-14,Miri,0.65,900,7,-0.399,23.1,25.4
2025-04-15,Miri,0.65,900,7,-0.778,25.1,25.6
2025-04-16,Miri,0.644,900,4,-0.763,23.7,26.5
2025-04-17,Miri,0.656,900,4,-0.706,23.1,25.7
2025-04-18,Miri,0.673,900,4,-0.798,20.1,26.2
2025-04-19,Miri,0.666,900,4,-0.802,19.3,26.9
2025-04-20,Miri,0.658,900,4,-0.497,20.7,28.2
2025-04-21,Miri,0.663,900,4,-0.368,23.5,28
2025-04-22,Miri,0.658,900,4,-0.495,21,28.3
2025-04-23,Miri,0.656,900,4,-0.704,20.4,27.3
2025-04-24,Miri,0.663,900,4,-0.69,20.4,26.1
2025-04-25,Miri,0.642,900,4,-0.66,17.8,27
2025-04-26,Miri,0.656,900,4,-0.527,19.6,27.2
2025-04-27,Miri,0.656,900,4,-0.569,18.5,28.2
2025-04-28,Miri,0.651,900,4,-0.446,18.7,27.5
2025-04-29,Miri,0.649,900,4,-0.128,18.3,28
2025-04-30,Miri,0.649,900,4,-0.024,17.3,29.2
2025-05-01,Miri,0.631,900,4,-0.065,18,29.4
2025-05-02,Miri,0.648,900,4,-0.119,18.1,29.5
2025-05-03,Miri,0.648,900,4,-0.19,18,29.4
2025-05-04,Miri,0.652,900,4,-0.019,17.1,28.4
2025-05-05,Miri,0.66,900,4,-0.144,18.5,29.3
2025-05-06,Miri,0.647,900,4,-0.148,22.3,28.9
2025-05-07,Miri,0.65,900,4,-0.15,22.6,29.2
2025-05-08,Miri,0.646,900,4,-0.234,24.5,28.3
2025-05-09,Miri,0.653,900,4,-0.435,21.3,27.7
2025-05-10,Miri,0.63,900,4,-0.35,21.7,28.8
2025-05-11,Miri,0.63,900,4,-0.335,19.6,28.6
2025-05-12,Miri,0.625,900,4,-0.237,17,29.6
2025-05-13,Miri,0.63,900,4,-0.308,16.2,29.5
2025-05-14,Miri,0.635,900,4,-0.104,19.5,28.3
2025-05-15,Miri,0.628,900,4,-0.245,21.7,29
2025-05-16,Miri,0.621,900,4,0.025,22.2,28.7
2025-05-17,Miri,0.621,900,4,-0.263,19.1,29.2
2025-05-18,Miri,0.614,900,4,-0.18,19.1,29.2
2025-05-19,Miri,0.624,900,4,-0.103,20.1,28.3
2025-05-20,Miri,0.621,900,4,-0.226,20.7,28.6
2025-05-21,Miri,0.593,900,4,-0.147,17.1,30
2025-05-22,Miri,0.594,900,4,0.049,16,30.3
2025-05-23,Miri,0.588,900,4,-0.308,16.7,30.1
2025-05-24,Miri,0.577,900,4,-0.202,18.5,30.7
2025-05-25,Miri,0.571,900,4,-0.56,14.6,30.6
2025-05-26,Miri,0.58,900,4,-0.635,15.3,30.6
2025-05-27,Miri,0.599,900,4,-0.308,16.5,29.8
2025-05-28,Miri,0.605,900,4,-0.361,18.9,29.9
2025-05-29,Miri,0.601,900,4,-0.494,20.7,30.5
2025-05-30,Miri,0.608,900,4,-0.459,21.9,29.9
2025-05-31,Miri,0.605,900,4,-0.088,20.2,30.7
2025-06-01,Miri,0.599,900,4,-0.358,16.6,30.5
2025-06-02,Miri,0.59,900,4,-0.468,16.5,29.9
2025-06-03,Miri,0.576,900,4,-0.179,19.1,30.5
2025-06-04,Miri,0.577,900,4,0.122,22.2,30.2
2025-06-05,Miri,0.584,900,4,0.085,23.4,30.6
2025-06-06,Miri,0.587,900,4,-0.116,23.9,30.3
2025-06-07,Miri,0.586,900,4,0.214,24.2,30.2
2025-06-08,Miri,0.58,900,4,0.421,22.6,30.5
2025-06-09,Miri,0.59,900,4,0.46,22,30.6
2025-06-10,Miri,0.579,900,4,0.271,25.2,29.3
2025-06-11,Miri,0.59,900,4,0.226,22.6,28.8
2025-06-12,Miri,0.582,900,4,0.172,25.5,29.5
2025-06-13,Miri,0.578,900,4,0.2,24.1,29.5
2025-06-14,Miri,0.567,900,4,0.394,26.2,29.3
2025-06-15,Miri,0.567,900,4,0.474,22.5,28.6
2025-06-16,Miri,0.581,900,4,0.249,23.3,28.2
2025-06-17,Miri,0.589,900,4,0.427,21.4,27.3
2025-06-18,Miri,0.6,900,4,0.42,18.3,27.7
2025-06-19,Miri,0.605,900,4,0.471,19,27.7
2025-06-20,Miri,0.592,900,4,0.632,21.2,27.6
2025-06-21,Miri,0.589,900,4,0.384,19.3,27.9
2025-06-22,Miri,0.582,900,4,0.335,16.4,28.5
2025-06-23,Miri,0.597,900,4,0.22,16.7,30.1
2025-06-24,Miri,0.584,900,4,-0.032,16.9,29.2
2025-06-25,Miri,0.594,900,4,0.042,18.4,30.1
2025-06-26,Miri,0.603,900,4,0.43,20.5,30.8
2025-06-27,Miri,0.619,900,4,0.109,20.2,30.3
2025-06-28,Miri,0.61,900,4,0.108,23.7,30.4
2025-06-29,Miri,0.614,900,4,0.209,23.5,30.2
2025-06-30,Miri,0.633,900,4,0.218,22.1,30.4
2025-07-01,Miri,0.619,900,4,0.191,18.4,31.3
2025-07-02,Miri,0.599,900,4,-0.009,18,31.6
2025-07-03,Miri,0.578,900,4,0.052,17.4,31.8
2025-07-04,Miri,0.586,900,4,-0.043,19.5,31.4
2025-07-05,Miri,0.566,900,4,-0.339,20.3,30.4
2025-07-06,Miri,0.565,900,4,-0.081,17.7,30.3
2025-07-07,Miri,0.572,900,4,0.104,18.1,31.1
2025-07-08,Miri,0.575,900,4,0.125,19.5,30.2
2025-07-09,Miri,0.58,900,4,0.171,22.4,29.7
2025-07-10,Miri,0.582,900,4,0.338,23.5,29.9
2025-07-11,Miri,0.594,900,4,0.353,24.2,29.5
2025-07-12,Miri,0.582,900,4,0.469,23.4,29.2
2025-07-13,Miri,0.574,900,4,0.388,23.3,29.3
2025-07-14,Miri,0.567,900,4,0.561,25,28.7
2025-07-15,Miri,0.576,900,4,0.561,21.2,28.5
2025-07-16,Miri,0.585,900,4,0.542,20,29.3
2025-07-17,Miri,0.588,900,4,0.307,18,28.8
2025-07-18,Miri,0.597,900,4,0.342,18.7,28.2
2025-07-19,Miri,0.582,900,4,0.205,20.9,28.2
2025-07-20,Miri,0.597,900,4,0.118,19.2,29.1
2025-07-21,Miri,0.608,900,4,0.019,14.1,29.3
2025-07-22,Miri,0.61,900,4,-0.103,13.7,29.3
2025-07-23,Miri,0.622,900,4,0.273,16,29.6
2025-07-24,Miri,0.597,900,4,0.475,17.2,28.8
2025-07-25,Miri,0.588,900,4,0.735,17.9,29.5
2025-07-26,Miri,0.577,900,4,0.485,17.2,30
2025-07-27,Miri,0.583,900,4,0.468,14.5,30
2025-07-28,Miri,0.57,900,4,0.249,15.8,30.8
2025-07-29,Miri,0.577,900,4,0.154,14.2,30.2
2025-07-30,Miri,0.589,900,4,0.04,18.8,31.1
2025-07-31,Miri,0.593,900,4,0.267,19.5,31.2
2025-08-01,Miri,0.591,900,4,0.216,17.8,31
2025-08-02,Miri,0.578,900,4,0.392,16.3,31.1
2025-08-03,Miri,0.567,900,4,0.474,16,31.1
2025-08-04,Miri,0.579,900,4,0.798,15.5,31.9
2025-08-05,Miri,0.585,900,4,0.507,17.7,31.2
2025-08-06,Miri,0.581,900,4,0.671,17.7,30.8
2025-08-07,Miri,0.574,900,4,0.794,15.9,31.5
2025-08-08,Miri,0.552,900,4,0.581,19.6,31.2
2025-08-09,Miri,0.543,900,4,0.697,19,31.8
2025-08-10,Miri,0.565,900,4,0.696,19.9,32.8
2025-08-11,Miri,0.552,900,4,0.612,17.9,32.3
2025-08-12,Miri,0.555,900,4,0.45,18.2,32.6
2025-08-13,Miri,0.566,900,4,0.329,18.3,31.8
2025-08-14,Miri,0.553,900,4,0.643,13.9,32.2
2025-08-15,Miri,0.556,900,4,0.602,18,32.3
2025-08-16,Miri,0.566,900,4,0.685,20.1,32.5
2025-08-17,Miri,0.565,900,4,0.519,18.4,32
2025-08-18,Miri,0.593,900,4,0.381,15.6,30.9
2025-08-19,Miri,0.571,900,4,0.543,16,31.3
2025-08-20,Miri,0.58,900,4,0.317,15.9,30.2
2025-08-21,Miri,0.576,900,4,0.264,16.3,30.2
2025-08-22,Miri,0.581,900,4,0.288,16.3,31
2025-08-23,Miri,0.582,900,4,0.319,16.9,31.2
2025-08-24,Miri,0.571,900,4,0.303,19.3,32.5
2025-08-25,Miri,0.572,900,4,0.376,19.6,33
2025-08-26,Miri,0.552,900,4,0.482,16.5,32.4
2025-08-27,Miri,0.559,900,4,0.579,18.8,32.3
2025-08-28,Miri,0.562,900,4,0.404,21.2,32.2
2025-08-29,Miri,0.568,900,4,0.36,26.3,31.2
2025-08-30,Miri,0.577,900,4,0.545,22.1,30.7
2025-08-31,Miri,0.578,900,4,0.657,21.2,30.6
2025-09-01,Miri,0.577,900,4,0.413,15.8,29.5
2025-09-02,Miri,0.566,900,4,0.464,16.4,29.9
2025-09-03,Miri,0.558,900,4,0.157,14.8,30
2025-09-04,Miri,0.57,900,4,0.201,18.3,29.3
2025-09-05,Miri,0.583,900,4,0.516,15.9,29.9
2025-09-06,Miri,0.577,900,4,0.357,12,30.6
2025-09-07,Miri,0.575,900,4,0.238,11.1,30.9
2025-09-08,Miri,0.564,900,4,0.377,7.3,30.9
2025-09-09,Miri,0.575,900,4,0.15,9.5,31.4
2025-09-10,Miri,0.58,900,4,0.093,5.8,31.8
2025-09-11,Miri,0.597,900,4,0.228,6.8,32
2025-09-12,Miri,0.583,900,4,0.159,3.4,31.5
2025-09-13,Miri,0.576,900,4,0.16,4,31.7
2025-09-14,Miri,0.576,900,4,0.308,8.5,32.4
2025-09-15,Miri,0.581,900,4,0.385,9.7,32
2025-09-16,Miri,0.576,900,4,0.427,8.2,33.2
2025-09-17,Miri,0.565,900,4,0.371,8.7,32.7
2025-09-18,Miri,0.574,900,4,0.43,9.1,32.6
2025-09-19,Miri,0.58,900,4,0.407,10.4,32
2025-09-20,Miri,0.569,900,4,0.473,7.8,32.1
2025-09-21,Miri,0.582,900,4,0.386,9.5,31
2025-09-22,Miri,0.591,900,4,0.36,4.4,30.8
2025-09-23,Miri,0.589,900,4,0.215,4.1,30.3
2025-09-24,Miri,0.586,900,4,0.236,4.2,30.6
2025-09-25,Miri,0.589,900,4,0.136,6.5,31.4
2025-09-26,Miri,0.577,900,4,0.006,7.2,31.8
2025-09-27,Miri,0.576,900,4,0.101,5,30.4
2025-09-28,Miri,0.554,900,4,0.174,3.9,31.8
2025-09-29,Miri,0.565,900,4,0.322,5.3,32
2025-09-30,Miri,0.55,900,4,0.265,6,31.4
2024-10-01,London,0.261,5600,2,0.474,6.3,25
2024-10-02,London,0.265,5600,2,0.492,11.3,24.8
2024-10-03,London,0.26,5600,2,0.323,10.4,24.7
2024-10-04,London,0.265,5600,2,0.212,6.9,24.4
2024-10-05,London,0.261,5600,2,0.261,6.4,25
2024-10-06,London,0.261,5600,2,0.454,7.3,26.1
2024-10-07,London,0.258,5600,2,0.412,10.4,26.1
2024-10-08,London,0.248,5600,2,0.38,8.5,25.8
2024-10-09,London,0.256,5600,2,0.326,4.9,25.6
2024-10-10,London,0.268,5600,2,0.26,6.6,23.9
2024-10-11,London,0.277,5600,2,0.328,3.6,24.3
2024-10-12,London,0.289,5600,2,0.116,3,24.3
2024-10-13,London,0.294,5600,2,0.352,3,24.4
2024-10-14,London,0.29,5600,2,0.26,3.1,23.9
2024-10-15,London,0.302,5600,2,0.388,4.8,23.6
2024-10-16,London,0.289,5600,2,0.198,3.4,23.3
2024-10-17,London,0.284,5600,2,0.327,3.2,23.8
2024-10-18,London,0.279,5600,2,0.436,3.4,23.5
2024-10-19,London,0.296,5600,2,0.484,4,24.6
2024-10-20,London,0.31,5600,2,0.318,4.3,24.6
2024-10-21,London,0.317,5600,2,0.362,5.3,23.6
2024-10-22,London,0.33,5600,2,0.184,6.9,23.3
2024-10-23,London,0.322,5600,2,0.171,7.4,22.8
2024-10-24,London,0.327,5600,2,0.351,8,21.4
2024-10-25,London,0.328,5600,2,0.469,4.4,22.5
2024-10-26,London,0.339,5600,2,0.451,4.6,22.8
2024-10-27,London,0.339,5600,2,0.286,5.6,23
2024-10-28,London,0.336,5600,2,0.387,6.9,22.9
2024-10-29,London,0.344,5600,2,0.379,5.3,21.9
2024-10-30,London,0.355,5600,2,0.02,3.9,21.5
2024-10-31,London,0.349,5600,2,0.179,3,22
2024-11-01,London,0.351,5600,2,0.192,4.3,21.2
2024-11-02,London,0.342,5600,2,0.386,6.5,19.7
2024-11-03,London,0.322,5600,2,0.206,5.4,19.7
2024-11-04,London,0.332,5600,2,-0.261,7.2,19.7
2024-11-05,London,0.345,5600,2,-0.141,7.1,19.9
2024-11-06,London,0.353,5600,2,-0.038,6.5,20.4
2024-11-07,London,0.338,5600,2,-0.249,5.9,20.8
2024-11-08,London,0.342,5600,2,-0.322,7.3,20.8
2024-11-09,London,0.327,5600,2,0.174,7.6,21.4
2024-11-10,London,0.351,5600,2,0.136,11.8,20.2
2024-11-11,London,0.348,5600,2,0.258,9.1,20.4
2024-11-12,London,0.369,5600,2,0.153,9.5,20.7
2024-11-13,London,0.384,5600,2,-0.154,7.8,19.7
2024-11-14,London,0.379,5600,2,-0.127,5.7,18.7
2024-11-15,London,0.373,5600,2,-0.12,5.6,18.3
2024-11-16,London,0.383,5600,2,-0.136,5.8,17.9
2024-11-17,London,0.381,5600,2,-0.107,11.6,18.5
2024-11-18,London,0.388,5600,2,-0.028,10.3,18.1
2024-11-19,London,0.39,5600,2,-0.023,7.3,17.6
2024-11-20,London,0.378,5600,2,-0.188,7.6,17.3
2024-11-21,London,0.365,5600,2,-0.066,3.1,18
2024-11-22,London,0.379,5600,2,-0.33,3.3,18
2024-11-23,London,0.383,5600,2,-0.57,3.7,17.8
2024-11-24,London,0.387,5600,2,-0.357,5.6,17.7
2024-11-25,London,0.404,5600,2,-0.212,7.6,18.4
2024-11-26,London,0.424,5600,2,-0.175,6.3,17.7
2024-11-27,London,0.426,5600,2,-0.345,6,18.4
2024-11-28,London,0.429,5600,2,-0.388,4.4,18.2
2024-11-29,London,0.439,5600,2,-0.359,3,17.9
2024-11-30,London,0.431,5600,2,-0.536,3.6,19.1
2024-12-01,London,0.44,5600,2,-0.559,3,18
2024-12-02,London,0.451,5600,2,-0.371,3,17.5
2024-12-03,London,0.463,5600,2,-0.096,3,16.5
2024-12-04,London,0.447,5600,2,-0.141,3,16.9
2024-12-05,London,0.446,5600,2,-0.004,6.4,17.7
2024-12-06,London,0.444,5600,2,-0.289,3.8,18.3
2024-12-07,London,0.453,5600,2,-0.147,3,18.5
2024-12-08,London,0.465,5600,2,-0.247,3,17.9
2024-12-09,London,0.486,5600,2,-0.167,3,17.2
2024-12-10,London,0.485,5600,2,-0.183,3.3,15.7
2024-12-11,London,0.484,5600,2,0.037,3,16.7
2024-12-12,London,0.5,5600,2,-0.106,3.2,16.6
2024-12-13,London,0.506,5600,2,-0.004,4.5,15.9
2024-12-14,London,0.521,5600,2,-0.055,7,16.4
2024-12-15,London,0.525,5600,2,-0.081,3.2,15.4
2024-12-16,London,0.514,5600,2,-0.108,3.1,15.3
2024-12-17,London,0.504,5600,2,-0.232,4.2,14.9
2024-12-18,London,0.494,5600,2,-0.214,3,15
2024-12-19,London,0.507,5600,2,-0.207,7.1,14.6
2024-12-20,London,0.525,5600,2,-0.156,6,13.4
2024-12-21,London,0.547,5600,2,-0.138,6.2,13.3
2024-12-22,London,0.556,5600,2,-0.017,7.6,13.8
2024-12-23,London,0.567,5600,2,0.103,6.5,13.5
2024-12-24,London,0.56,5600,2,-0.092,3.1,13.8
2024-12-25,London,0.549,5600,2,0.029,3.1,12.8
2024-12-26,London,0.56,5600,2,-0.178,6,12.6
2024-12-27,London,0.565,5600,2,-0.088,5.7,12.1
2024-12-28,London,0.567,5600,2,-0.009,4.5,12.4
2024-12-29,London,0.572,5600,2,-0.322,7,12.2
2024-12-30,London,0.576,5600,2,-0.289,6.7,12.4
2024-12-31,London,0.59,5600,2,-0.347,6,12.8
2025-01-01,London,0.598,5600,2,-0.432,6.7,13.1
2025-01-02,London,0.602,5600,2,-0.196,8.6,12.9
2025-01-03,London,0.608,5600,2,-0.298,13.5,11.9
2025-01-04,London,0.61,5600,2,-0.408,14.6,11.6
2025-01-05,London,0.603,5600,2,-0.371,16.2,11.1
2025-01-06,London,0.609,5600,2,-0.248,14.2,10.7
2025-01-07,London,0.594,5600,2,-0.27,11.5,10.3
2025-01-08,London,0.605,5600,2,-0.093,11.4,9.6
2025-01-09,London,0.593,5600,2,-0.039,11.5,8.4
2025-01-10,London,0.598,5600,2,-0.401,9.2,8.2
2025-01-11,London,0.591,5600,2,-0.462,9,8.4
2025-01-12,London,0.6,5600,2,-0.52,10,7.7
2025-01-13,London,0.602,5600,2,-0.414,10.9,7.9
2025-01-14,London,0.588,5600,2,-0.79,11.9,9.1
2025-01-15,London,0.597,5600,2,-0.336,12.3,9.7
2025-01-16,London,0.595,5600,2,-0.253,11.2,10.5
2025-01-17,London,0.608,5600,2,-0.24,10.1,10.4
2025-01-18,London,0.611,5600,2,-0.076,7.9,10.7
2025-01-19,London,0.617,5600,2,0.237,12.1,9.9
2025-01-20,London,0.61,5600,2,0.281,12,9.2
2025-01-21,London,0.608,5600,2,0.329,11.6,7.3
2025-01-22,London,0.607,5600,2,0.246,9.8,8.1
2025-01-23,London,0.62,5600,2,0.134,16,8.9
2025-01-24,London,0.64,5600,2,-0.012,13.3,8.4
2025-01-25,London,0.632,5600,2,-0.19,12.3,8
2025-01-26,London,0.644,5600,2,-0.321,13.2,7.4
2025-01-27,London,0.623,5600,2,-0.532,14.3,7.6
2025-01-28,London,0.614,5600,2,-0.522,16,8.2
2025-01-29,London,0.61,5600,2,-0.755,19.1,6.9
2025-01-30,London,0.602,5600,2,-0.673,19.2,7.1
2025-01-31,London,0.594,5600,2,-0.638,16.2,6.9
2025-02-01,London,0.607,5600,2,-0.582,15.3,6.9
2025-02-02,London,0.612,5600,2,-0.635,15.6,7.1
2025-02-03,London,0.622,5600,2,-0.141,19.5,6.8
2025-02-04,London,0.635,5600,2,0.021,15.8,6.6
2025-02-05,London,0.641,5600,2,-0.233,17.9,6.4
2025-02-06,London,0.65,5600,2,-0.228,17.7,6.9
2025-02-07,London,0.651,5600,2,-0.351,18.9,7
2025-02-08,London,0.641,5600,2,-0.516,18,7
2025-02-09,London,0.655,5600,2,-0.707,15.8,6
2025-02-10,London,0.65,5600,2,-0.603,17.1,5.7
2025-02-11,London,0.643,5600,2,-0.683,18.1,6.2
2025-02-12,London,0.645,5600,2,-0.504,19.5,6.1
2025-02-13,London,0.639,5600,2,-0.348,18.8,6.4
2025-02-14,London,0.639,5600,2,-0.159,17.1,7.3
2025-02-15,London,0.647,5600,2,-0.333,13.7,7.6
2025-02-16,London,0.654,5600,2,-0.283,15.6,7.3
2025-02-17,London,0.647,5600,2,-0.216,16.4,6.6
2025-02-18,London,0.646,5600,2,-0.326,14.4,4.9
2025-02-19,London,0.66,5600,2,-0.465,13.5,4.8
2025-02-20,London,0.667,5600,2,-0.226,12.9,4.6
2025-02-21,London,0.688,5600,2,-0.23,10.4,4.9
2025-02-22,London,0.697,5600,2,-0.173,9.7,4.8
2025-02-23,London,0.705,5600,2,-0.344,8.4,4.6
2025-02-24,London,0.686,5600,2,-0.549,8.8,3.5
2025-02-25,London,0.691,5600,2,-0.626,8.5,3.1
2025-02-26,London,0.688,5600,2,-0.624,6.4,3.6
2025-02-27,London,0.68,5600,2,-0.765,12,4.8
2025-02-28,London,0.68,5600,2,-0.726,15.3,4.7
2025-03-01,London,0.688,5600,2,-0.945,14,4.9
2025-03-02,London,0.69,5600,2,-1.046,15,5.4
2025-03-03,London,0.679,5600,2,-0.864,16.2,4.8
2025-03-04,London,0.685,5600,2,-0.719,18.8,5
2025-03-05,London,0.676,5600,2,-0.745,16.9,4.4
2025-03-06,London,0.677,5600,2,-0.861,19.2,5
2025-03-07,London,0.673,5600,2,-0.961,17.9,5
2025-03-08,London,0.669,5600,2,-0.949,15.2,5.1
2025-03-09,London,0.677,5600,2,-0.785,17.1,4.5
2025-03-10,London,0.665,5600,2,-0.603,19.8,4.9
2025-03-11,London,0.684,5600,2,-0.663,24.7,6.1
2025-03-12,London,0.663,5600,2,-0.812,21.4,5.3
2025-03-13,London,0.657,5600,2,-0.725,22.3,4.9
2025-03-14,London,0.661,5600,2,-0.815,20.9,5
2025-03-15,London,0.667,5600,2,-0.845,22.1,5.4
2025-03-16,London,0.665,5600,2,-0.595,18.7,4.9
2025-03-17,London,0.663,5600,2,-0.456,16.2,3.2
2025-03-18,London,0.666,5600,2,-0.439,15,4.2
2025-03-19,London,0.662,5600,2,-0.638,15.8,4.7
2025-03-20,London,0.675,5600,2,-0.585,15,3.7
2025-03-21,London,0.68,5600,2,-0.411,16.9,3.4
2025-03-22,London,0.684,5600,2,-0.48,19.3,4.6
2025-03-23,London,0.669,5600,2,-0.278,20.5,5.5
2025-03-24,London,0.665,5600,2,-0.116,23.6,5.9
2025-03-25,London,0.659,5600,2,0.079,23.8,5.7
2025-03-26,London,0.647,5600,2,0.04,20.8,5.6
2025-03-27,London,0.65,5600,2,0.051,23.3,5.4
2025-03-28,London,0.643,5600,2,0.184,21.6,6
2025-03-29,London,0.648,5600,2,0.152,23.1,5.4
2025-03-30,London,0.636,5600,2,-0.016,25.8,4.8
2025-03-31,London,0.653,5600,2,-0.151,25.8,5.5
2025-04-01,London,0.641,5600,2,-0.162,22,5.4
2025-04-02,London,0.641,5600,2,-0.401,19.8,6.2
2025-04-03,London,0.647,5600,2,-0.431,22.5,5.7
2025-04-04,London,0.638,5600,2,-0.27,21.8,5.6
2025-04-05,London,0.644,5600,2,-0.625,21.8,5.1
2025-04-06,London,0.628,5600,2,-0.368,23.1,5.2
2025-04-07,London,0.641,5600,2,-0.211,24.1,4.4
2025-04-08,London,0.637,5600,2,-0.314,24.1,4.3
2025-04-09,London,0.628,5600,2,-0.25,23.1,3.7
2025-04-10,London,0.622,5600,2,-0.277,22.1,4.4
2025-04-11,London,0.628,5600,2,-0.114,23.6,5.1
2025-04-12,London,0.618,5600,2,-0.013,24.3,4.2
2025-04-13,London,0.608,5600,2,-0.283,23.2,5.3
2025-04-14,London,0.605,5600,2,-0.214,25,7
2025-04-15,London,0.592,5600,2,-0.273,24.1,7
2025-04-16,London,0.61,5600,2,-0.28,21.9,6.5
2025-04-17,London,0.601,5600,2,-0.406,20.2,8.2
2025-04-18,London,0.608,5600,2,-0.141,18.4,7.2
2025-04-19,London,0.606,5600,2,-0.022,18.2,7.2
2025-04-20,London,0.593,5600,2,-0.186,21.1,7.3
2025-04-21,London,0.59,5600,2,-0.414,19.4,8.1
2025-04-22,London,0.596,5600,2,-0.465,20,8.2
